TIME,GEO,SEX,AGE,UNIT,Value
2013,France,Females,31 years,Year,55.2
2013,France,Females,32 years,Year,54.3
2013,France,Females,33 years,Year,53.3
2013,France,Females,34 years,Year,52.3
2013,France,Females,35 years,Year,51.3
2013,France,Females,36 years,Year,50.3
2013,France,Females,37 years,Year,49.4
2013,France,Females,38 years,Year,48.4
2013,France,Females,39 years,Year,47.4
2013,France,Females,40 years,Year,46.5
2013,France,Females,41 years,Year,45.5
2013,France,Females,42 years,Year,44.5
2013,France,Females,43 years,Year,43.6
2013,France,Females,44 years,Year,42.6
2013,France,Females,45 years,Year,41.7
2013,France,Females,46 years,Year,40.7
2013,France,Females,47 years,Year,39.8
2013,France,Females,48 years,Year,38.8
2013,France,Females,49 years,Year,37.9
2013,France,Females,50 years,Year,37
2013,France,Females,51 years,Year,36.1
2013,France,Females,52 years,Year,35.2
2013,France,Females,53 years,Year,34.2
2013,France,Females,54 years,Year,33.3
2013,France,Females,55 years,Year,32.4
2013,France,Females,56 years,Year,31.5
2013,France,Females,57 years,Year,30.6
2013,France,Females,58 years,Year,29.7
2013,France,Females,59 years,Year,28.9
2013,France,Females,60 years,Year,28
2013,France,Females,61 years,Year,27.1
2013,France,Females,62 years,Year,26.2
2013,France,Females,63 years,Year,25.4
2013,France,Females,64 years,Year,24.5
2013,France,Females,65 years,Year,23.6
2013,France,Females,66 years,Year,22.8
2013,France,Females,67 years,Year,21.9
2013,France,Females,68 years,Year,21
2013,France,Females,69 years,Year,20.2
2013,France,Females,70 years,Year,19.4
2013,France,Females,71 years,Year,18.5
2013,France,Females,72 years,Year,17.7
2013,France,Females,73 years,Year,16.9
2013,France,Females,74 years,Year,16.1
2013,France,Females,75 years,Year,15.3
2013,France,Females,76 years,Year,14.6
2013,France,Females,77 years,Year,13.8
2013,France,Females,78 years,Year,13
2013,France,Females,79 years,Year,12.3
2013,France,Females,80 years,Year,11.6
2013,France,Females,81 years,Year,10.9
2013,France,Females,82 years,Year,10.2
2013,France,Females,83 years,Year,9.6
2013,France,Females,84 years,Year,9
2013,France,Females,85 years or over,Year,8.5
2013,Croatia,Males,Less than 1 year,Year,74.5
2013,Croatia,Males,1 year,Year,73.8
2013,Croatia,Males,2 years,Year,72.8
2013,Croatia,Males,3 years,Year,71.8
2013,Croatia,Males,4 years,Year,70.9
2013,Croatia,Males,5 years,Year,69.9
2013,Croatia,Males,6 years,Year,68.9
2013,Croatia,Males,7 years,Year,67.9
2013,Croatia,Males,8 years,Year,66.9
2013,Croatia,Males,9 years,Year,65.9
2013,Croatia,Males,10 years,Year,64.9
2013,Croatia,Males,11 years,Year,63.9
2013,Croatia,Males,12 years,Year,62.9
2013,Croatia,Males,13 years,Year,61.9
2013,Croatia,Males,14 years,Year,60.9
2013,Croatia,Males,15 years,Year,59.9
2013,Croatia,Males,16 years,Year,59
2013,Croatia,Males,17 years,Year,58
2013,Croatia,Males,18 years,Year,57
2013,Croatia,Males,19 years,Year,56
2013,Croatia,Males,20 years,Year,55.1
2013,Croatia,Males,21 years,Year,54.1
2013,Croatia,Males,22 years,Year,53.2
2013,Croatia,Males,23 years,Year,52.2
2013,Croatia,Males,24 years,Year,51.3
2013,Croatia,Males,25 years,Year,50.3
2013,Croatia,Males,26 years,Year,49.3
2013,Croatia,Males,27 years,Year,48.4
2013,Croatia,Males,28 years,Year,47.4
2013,Croatia,Males,29 years,Year,46.4
2013,Croatia,Males,30 years,Year,45.5
2013,Croatia,Males,31 years,Year,44.5
2013,Croatia,Males,32 years,Year,43.5
2013,Croatia,Males,33 years,Year,42.6
2013,Croatia,Males,34 years,Year,41.6
2013,Croatia,Males,35 years,Year,40.7
2013,Croatia,Males,36 years,Year,39.7
2013,Croatia,Males,37 years,Year,38.8
2013,Croatia,Males,38 years,Year,37.8
2013,Croatia,Males,39 years,Year,36.9
2013,Croatia,Males,40 years,Year,35.9
2013,Croatia,Males,41 years,Year,35
2013,Croatia,Males,42 years,Year,34
2013,Croatia,Males,43 years,Year,33.1
2013,Croatia,Males,44 years,Year,32.2
2013,Croatia,Males,45 years,Year,31.2
2013,Croatia,Males,46 years,Year,30.3
2013,Croatia,Males,47 years,Year,29.4
2013,Croatia,Males,48 years,Year,28.6
2013,Croatia,Males,49 years,Year,27.7
2013,Croatia,Males,50 years,Year,26.8
2013,Croatia,Males,51 years,Year,25.9
2013,Croatia,Males,52 years,Year,25.1
2013,Croatia,Males,53 years,Year,24.3
2013,Croatia,Males,54 years,Year,23.5
2013,Croatia,Males,55 years,Year,22.6
2013,Croatia,Males,56 years,Year,21.8
2013,Croatia,Males,57 years,Year,21.1
2013,Croatia,Males,58 years,Year,20.3
2013,Croatia,Males,59 years,Year,19.5
2013,Croatia,Males,60 years,Year,18.8
2013,Croatia,Males,61 years,Year,18.1
2013,Croatia,Males,62 years,Year,17.4
2013,Croatia,Males,63 years,Year,16.7
2013,Croatia,Males,64 years,Year,16
2013,Croatia,Males,65 years,Year,15.3
2013,Croatia,Males,66 years,Year,14.7
2013,Croatia,Males,67 years,Year,14
2013,Croatia,Males,68 years,Year,13.3
2013,Croatia,Males,69 years,Year,12.7
2013,Croatia,Males,70 years,Year,12.1
2013,Croatia,Males,71 years,Year,11.5
2013,Croatia,Males,72 years,Year,10.9
2013,Croatia,Males,73 years,Year,10.3
2013,Croatia,Males,74 years,Year,9.8
2013,Croatia,Males,75 years,Year,9.2
2013,Croatia,Males,76 years,Year,8.7
2013,Croatia,Males,77 years,Year,8.2
2013,Croatia,Males,78 years,Year,7.7
2013,Croatia,Males,79 years,Year,7.2
2013,Croatia,Males,80 years,Year,6.8
2013,Croatia,Males,81 years,Year,6.4
2013,Croatia,Males,82 years,Year,6
2013,Croatia,Males,83 years,Year,5.6
2013,Croatia,Males,84 years,Year,5.3
2013,Croatia,Males,85 years or over,Year,5
2013,Croatia,Females,Less than 1 year,Year,81
2013,Croatia,Females,1 year,Year,80.3
2013,Croatia,Females,2 years,Year,79.3
2013,Croatia,Females,3 years,Year,78.3
2013,Croatia,Females,4 years,Year,77.3
2013,Croatia,Females,5 years,Year,76.3
2013,Croatia,Females,6 years,Year,75.3
2013,Croatia,Females,7 years,Year,74.3
2013,Croatia,Females,8 years,Year,73.3
2013,Croatia,Females,9 years,Year,72.4
2013,Croatia,Females,10 years,Year,71.4
2013,Croatia,Females,11 years,Year,70.4
2013,Croatia,Females,12 years,Year,69.4
2013,Croatia,Females,13 years,Year,68.4
2013,Croatia,Females,14 years,Year,67.4
2013,Croatia,Females,15 years,Year,66.4
2013,Croatia,Females,16 years,Year,65.4
2013,Croatia,Females,17 years,Year,64.4
2013,Croatia,Females,18 years,Year,63.4
2013,Croatia,Females,19 years,Year,62.4
2013,Croatia,Females,20 years,Year,61.4
2013,Croatia,Females,21 years,Year,60.4
2013,Croatia,Females,22 years,Year,59.5
2013,Croatia,Females,23 years,Year,58.5
2013,Croatia,Females,24 years,Year,57.5
2013,Croatia,Females,25 years,Year,56.5
2013,Croatia,Females,26 years,Year,55.5
2013,Croatia,Females,27 years,Year,54.5
2013,Croatia,Females,28 years,Year,53.6
2013,Croatia,Females,29 years,Year,52.6
2013,Croatia,Females,30 years,Year,51.6
2013,Croatia,Females,31 years,Year,50.6
2013,Croatia,Females,32 years,Year,49.6
2013,Croatia,Females,33 years,Year,48.6
2013,Croatia,Females,34 years,Year,47.7
2013,Croatia,Females,35 years,Year,46.7
2013,Croatia,Females,36 years,Year,45.7
2013,Croatia,Females,37 years,Year,44.7
2013,Croatia,Females,38 years,Year,43.8
2013,Croatia,Females,39 years,Year,42.8
2013,Croatia,Females,40 years,Year,41.8
2013,Croatia,Females,41 years,Year,40.9
2013,Croatia,Females,42 years,Year,39.9
2013,Croatia,Females,43 years,Year,39
2013,Croatia,Females,44 years,Year,38
2013,Croatia,Females,45 years,Year,37
2013,Croatia,Females,46 years,Year,36.1
2013,Croatia,Females,47 years,Year,35.1
2013,Croatia,Females,48 years,Year,34.2
2013,Croatia,Females,49 years,Year,33.2
2013,Croatia,Females,50 years,Year,32.3
2013,Croatia,Females,51 years,Year,31.4
2013,Croatia,Females,52 years,Year,30.5
2013,Croatia,Females,53 years,Year,29.6
2013,Croatia,Females,54 years,Year,28.7
2013,Croatia,Females,55 years,Year,27.8
2013,Croatia,Females,56 years,Year,26.9
2013,Croatia,Females,57 years,Year,26
2013,Croatia,Females,58 years,Year,25.1
2013,Croatia,Females,59 years,Year,24.2
2013,Croatia,Females,60 years,Year,23.3
2013,Croatia,Females,61 years,Year,22.5
2013,Croatia,Females,62 years,Year,21.6
2013,Croatia,Females,63 years,Year,20.8
2013,Croatia,Females,64 years,Year,19.9
2013,Croatia,Females,65 years,Year,19.1
2013,Croatia,Females,66 years,Year,18.2
2013,Croatia,Females,67 years,Year,17.4
2013,Croatia,Females,68 years,Year,16.6
2013,Croatia,Females,69 years,Year,15.8
2013,Croatia,Females,70 years,Year,15
2013,Croatia,Females,71 years,Year,14.2
2013,Croatia,Females,72 years,Year,13.4
2013,Croatia,Females,73 years,Year,12.7
2013,Croatia,Females,74 years,Year,12
2013,Croatia,Females,75 years,Year,11.3
2013,Croatia,Females,76 years,Year,10.6
2013,Croatia,Females,77 years,Year,9.9
2013,Croatia,Females,78 years,Year,9.3
2013,Croatia,Females,79 years,Year,8.7
2013,Croatia,Females,80 years,Year,8.2
2013,Croatia,Females,81 years,Year,7.6
2013,Croatia,Females,82 years,Year,7.1
2013,Croatia,Females,83 years,Year,6.6
2013,Croatia,Females,84 years,Year,6.2
2013,Croatia,Females,85 years or over,Year,5.8
2013,Italy,Males,Less than 1 year,Year,80.3
2013,Italy,Males,1 year,Year,79.5
2013,Italy,Males,2 years,Year,78.6
2013,Italy,Males,3 years,Year,77.6
2013,Italy,Males,4 years,Year,76.6
2013,Italy,Males,5 years,Year,75.6
2013,Italy,Males,6 years,Year,74.6
2013,Italy,Males,7 years,Year,73.6
2013,Italy,Males,8 years,Year,72.6
2013,Italy,Males,9 years,Year,71.6
2013,Italy,Males,10 years,Year,70.6
2013,Italy,Males,11 years,Year,69.6
2013,Italy,Males,12 years,Year,68.6
2013,Italy,Males,13 years,Year,67.6
2013,Italy,Males,14 years,Year,66.6
2013,Italy,Males,15 years,Year,65.6
2013,Italy,Males,16 years,Year,64.7
2013,Italy,Males,17 years,Year,63.7
2013,Italy,Males,18 years,Year,62.7
2013,Italy,Males,19 years,Year,61.7
2013,Italy,Males,20 years,Year,60.7
2013,Italy,Males,21 years,Year,59.8
2013,Italy,Males,22 years,Year,58.8
2013,Italy,Males,23 years,Year,57.8
2013,Italy,Males,24 years,Year,56.8
2013,Italy,Males,25 years,Year,55.9
2013,Italy,Males,26 years,Year,54.9
2013,Italy,Males,27 years,Year,53.9
2013,Italy,Males,28 years,Year,53
2013,Italy,Males,29 years,Year,52
2013,Italy,Males,30 years,Year,51
2013,Italy,Males,31 years,Year,50
2013,Italy,Males,32 years,Year,49.1
2013,Italy,Males,33 years,Year,48.1
2013,Italy,Males,34 years,Year,47.1
2013,Italy,Males,35 years,Year,46.1
2013,Italy,Males,36 years,Year,45.2
2013,Italy,Males,37 years,Year,44.2
2013,Italy,Males,38 years,Year,43.2
2013,Italy,Males,39 years,Year,42.3
2013,Italy,Males,40 years,Year,41.3
2013,Italy,Males,41 years,Year,40.3
2013,Italy,Males,42 years,Year,39.4
2013,Italy,Males,43 years,Year,38.4
2013,Italy,Males,44 years,Year,37.5
2013,Italy,Males,45 years,Year,36.5
2013,Italy,Males,46 years,Year,35.6
2013,Italy,Males,47 years,Year,34.7
2013,Italy,Males,48 years,Year,33.7
2013,Italy,Males,49 years,Year,32.8
2013,Italy,Males,50 years,Year,31.9
2013,Italy,Males,51 years,Year,31
2013,Italy,Males,52 years,Year,30
2013,Italy,Males,53 years,Year,29.1
2013,Italy,Males,54 years,Year,28.2
2013,Italy,Males,55 years,Year,27.4
2013,Italy,Males,56 years,Year,26.5
2013,Italy,Males,57 years,Year,25.6
2013,Italy,Males,58 years,Year,24.7
2013,Italy,Males,59 years,Year,23.9
2013,Italy,Males,60 years,Year,23
2013,Italy,Males,61 years,Year,22.2
2013,Italy,Males,62 years,Year,21.3
2013,Italy,Males,63 years,Year,20.5
2013,Italy,Males,64 years,Year,19.7
2013,Italy,Males,65 years,Year,18.9
2013,Italy,Males,66 years,Year,18.1
2013,Italy,Males,67 years,Year,17.4
2013,Italy,Males,68 years,Year,16.6
2013,Italy,Males,69 years,Year,15.8
2013,Italy,Males,70 years,Year,15.1
2013,Italy,Males,71 years,Year,14.4
2013,Italy,Males,72 years,Year,13.7
2013,Italy,Males,73 years,Year,13
2013,Italy,Males,74 years,Year,12.3
2013,Italy,Males,75 years,Year,11.6
2013,Italy,Males,76 years,Year,11
2013,Italy,Males,77 years,Year,10.3
2013,Italy,Males,78 years,Year,9.7
2013,Italy,Males,79 years,Year,9.1
2013,Italy,Males,80 years,Year,8.6
2013,Italy,Males,81 years,Year,8
2013,Italy,Males,82 years,Year,7.5
2013,Italy,Males,83 years,Year,7.1
2013,Italy,Males,84 years,Year,6.6
2013,Italy,Males,85 years or over,Year,6.2
2013,Italy,Females,Less than 1 year,Year,85.2
2013,Italy,Females,1 year,Year,84.4
2013,Italy,Females,2 years,Year,83.5
2013,Italy,Females,3 years,Year,82.5
2013,Italy,Females,4 years,Year,81.5
2013,Italy,Females,5 years,Year,80.5
2013,Italy,Females,6 years,Year,79.5
2013,Italy,Females,7 years,Year,78.5
2013,Italy,Females,8 years,Year,77.5
2013,Italy,Females,9 years,Year,76.5
2013,Italy,Females,10 years,Year,75.5
2013,Italy,Females,11 years,Year,74.5
2013,Italy,Females,12 years,Year,73.5
2013,Italy,Females,13 years,Year,72.5
2013,Italy,Females,14 years,Year,71.5
2013,Italy,Females,15 years,Year,70.5
2013,Italy,Females,16 years,Year,69.5
2013,Italy,Females,17 years,Year,68.6
2013,Italy,Females,18 years,Year,67.6
2013,Italy,Females,19 years,Year,66.6
2013,Italy,Females,20 years,Year,65.6
2013,Italy,Females,21 years,Year,64.6
2013,Italy,Females,22 years,Year,63.6
2013,Italy,Females,23 years,Year,62.6
2013,Italy,Females,24 years,Year,61.6
2013,Italy,Females,25 years,Year,60.6
2013,Italy,Females,26 years,Year,59.6
2013,Italy,Females,27 years,Year,58.7
2013,Italy,Females,28 years,Year,57.7
2013,Italy,Females,29 years,Year,56.7
2013,Italy,Females,30 years,Year,55.7
2013,Italy,Females,31 years,Year,54.7
2013,Italy,Females,32 years,Year,53.7
2013,Italy,Females,33 years,Year,52.7
2013,Italy,Females,34 years,Year,51.7
2013,Italy,Females,35 years,Year,50.8
2013,Italy,Females,36 years,Year,49.8
2013,Italy,Females,37 years,Year,48.8
2013,Italy,Females,38 years,Year,47.8
2013,Italy,Females,39 years,Year,46.8
2013,Italy,Females,40 years,Year,45.9
2013,Italy,Females,41 years,Year,44.9
2013,Italy,Females,42 years,Year,43.9
2013,Italy,Females,43 years,Year,43
2013,Italy,Females,44 years,Year,42
2013,Italy,Females,45 years,Year,41
2013,Italy,Females,46 years,Year,40.1
2013,Italy,Females,47 years,Year,39.1
2013,Italy,Females,48 years,Year,38.1
2013,Italy,Females,49 years,Year,37.2
2013,Italy,Females,50 years,Year,36.3
2013,Italy,Females,51 years,Year,35.3
2013,Italy,Females,52 years,Year,34.4
2013,Italy,Females,53 years,Year,33.4
2013,Italy,Females,54 years,Year,32.5
2013,Italy,Females,55 years,Year,31.6
2013,Italy,Females,56 years,Year,30.7
2013,Italy,Females,57 years,Year,29.7
2013,Italy,Females,58 years,Year,28.8
2013,Italy,Females,59 years,Year,27.9
2013,Italy,Females,60 years,Year,27
2013,Italy,Females,61 years,Year,26.1
2013,Italy,Females,62 years,Year,25.2
2013,Italy,Females,63 years,Year,24.3
2013,Italy,Females,64 years,Year,23.5
2013,Italy,Females,65 years,Year,22.6
2013,Italy,Females,66 years,Year,21.7
2013,Italy,Females,67 years,Year,20.9
2013,Italy,Females,68 years,Year,20
2013,Italy,Females,69 years,Year,19.2
2013,Italy,Females,70 years,Year,18.3
2013,Italy,Females,71 years,Year,17.5
2013,Italy,Females,72 years,Year,16.7
2013,Italy,Females,73 years,Year,15.9
2013,Italy,Females,74 years,Year,15.1
2013,Italy,Females,75 years,Year,14.3
2013,Italy,Females,76 years,Year,13.6
2013,Italy,Females,77 years,Year,12.8
2013,Italy,Females,78 years,Year,12.1
2013,Italy,Females,79 years,Year,11.4
2013,Italy,Females,80 years,Year,10.7
2013,Italy,Females,81 years,Year,10.1
2013,Italy,Females,82 years,Year,9.4
2013,Italy,Females,83 years,Year,8.8
2013,Italy,Females,84 years,Year,8.3
2013,Italy,Females,85 years or over,Year,7.8
2013,Cyprus,Males,Less than 1 year,Year,80.1
2013,Cyprus,Males,1 year,Year,79.3
2013,Cyprus,Males,2 years,Year,78.3
2013,Cyprus,Males,3 years,Year,77.3
2013,Cyprus,Males,4 years,Year,76.3
2013,Cyprus,Males,5 years,Year,75.3
2013,Cyprus,Males,6 years,Year,74.3
2013,Cyprus,Males,7 years,Year,73.3
2013,Cyprus,Males,8 years,Year,72.3
2013,Cyprus,Males,9 years,Year,71.3
2013,Cyprus,Males,10 years,Year,70.3
2013,Cyprus,Males,11 years,Year,69.3
2013,Cyprus,Males,12 years,Year,68.3
2013,Cyprus,Males,13 years,Year,67.4
2013,Cyprus,Males,14 years,Year,66.4
2013,Cyprus,Males,15 years,Year,65.4
2013,Cyprus,Males,16 years,Year,64.4
2013,Cyprus,Males,17 years,Year,63.4
2013,Cyprus,Males,18 years,Year,62.4
2013,Cyprus,Males,19 years,Year,61.5
2013,Cyprus,Males,20 years,Year,60.5
2013,Cyprus,Males,21 years,Year,59.5
2013,Cyprus,Males,22 years,Year,58.6
2013,Cyprus,Males,23 years,Year,57.6
2013,Cyprus,Males,24 years,Year,56.6
2013,Cyprus,Males,25 years,Year,55.7
2013,Cyprus,Males,26 years,Year,54.7
2013,Cyprus,Males,27 years,Year,53.7
2013,Cyprus,Males,28 years,Year,52.8
2013,Cyprus,Males,29 years,Year,51.8
2013,Cyprus,Males,30 years,Year,50.8
2013,Cyprus,Males,31 years,Year,49.8
2013,Cyprus,Males,32 years,Year,48.9
2013,Cyprus,Males,33 years,Year,47.9
2013,Cyprus,Males,34 years,Year,46.9
2013,Cyprus,Males,35 years,Year,45.9
2013,Cyprus,Males,36 years,Year,45
2013,Cyprus,Males,37 years,Year,44
2013,Cyprus,Males,38 years,Year,43.1
2013,Cyprus,Males,39 years,Year,42.1
2013,Cyprus,Males,40 years,Year,41.1
2013,Cyprus,Males,41 years,Year,40.2
2013,Cyprus,Males,42 years,Year,39.2
2013,Cyprus,Males,43 years,Year,38.3
2013,Cyprus,Males,44 years,Year,37.4
2013,Cyprus,Males,45 years,Year,36.5
2013,Cyprus,Males,46 years,Year,35.5
2013,Cyprus,Males,47 years,Year,34.6
2013,Cyprus,Males,48 years,Year,33.7
2013,Cyprus,Males,49 years,Year,32.7
2013,Cyprus,Males,50 years,Year,31.7
2013,Cyprus,Males,51 years,Year,30.8
2013,Cyprus,Males,52 years,Year,29.9
2013,Cyprus,Males,53 years,Year,28.9
2013,Cyprus,Males,54 years,Year,28
2013,Cyprus,Males,55 years,Year,27.2
2013,Cyprus,Males,56 years,Year,26.3
2013,Cyprus,Males,57 years,Year,25.4
2013,Cyprus,Males,58 years,Year,24.5
2013,Cyprus,Males,59 years,Year,23.7
2013,Cyprus,Males,60 years,Year,22.8
2013,Cyprus,Males,61 years,Year,21.9
2013,Cyprus,Males,62 years,Year,21.1
2013,Cyprus,Males,63 years,Year,20.3
2013,Cyprus,Males,64 years,Year,19.4
2013,Cyprus,Males,65 years,Year,18.6
2013,Cyprus,Males,66 years,Year,17.8
2013,Cyprus,Males,67 years,Year,17.1
2013,Cyprus,Males,68 years,Year,16.3
2013,Cyprus,Males,69 years,Year,15.5
2013,Cyprus,Males,70 years,Year,14.9
2013,Cyprus,Males,71 years,Year,14.1
2013,Cyprus,Males,72 years,Year,13.4
2013,Cyprus,Males,73 years,Year,12.6
2013,Cyprus,Males,74 years,Year,12
2013,Cyprus,Males,75 years,Year,11.3
2013,Cyprus,Males,76 years,Year,10.6
2013,Cyprus,Males,77 years,Year,10
2013,Cyprus,Males,78 years,Year,9.4
2013,Cyprus,Males,79 years,Year,8.9
2013,Cyprus,Males,80 years,Year,8.3
2013,Cyprus,Males,81 years,Year,7.7
2013,Cyprus,Males,82 years,Year,7.3
2013,Cyprus,Males,83 years,Year,6.8
2013,Cyprus,Males,84 years,Year,6.3
2013,Cyprus,Males,85 years or over,Year,6
2013,Cyprus,Females,Less than 1 year,Year,85
2013,Cyprus,Females,1 year,Year,84
2013,Cyprus,Females,2 years,Year,83
2013,Cyprus,Females,3 years,Year,82
2013,Cyprus,Females,4 years,Year,81
2013,Cyprus,Females,5 years,Year,80
2013,Cyprus,Females,6 years,Year,79
2013,Cyprus,Females,7 years,Year,78
2013,Cyprus,Females,8 years,Year,77.1
2013,Cyprus,Females,9 years,Year,76.1
2013,Cyprus,Females,10 years,Year,75.1
2013,Cyprus,Females,11 years,Year,74.1
2013,Cyprus,Females,12 years,Year,73.1
2013,Cyprus,Females,13 years,Year,72.1
2013,Cyprus,Females,14 years,Year,71.1
2013,Cyprus,Females,15 years,Year,70.1
2013,Cyprus,Females,16 years,Year,69.1
2013,Cyprus,Females,17 years,Year,68.1
2013,Cyprus,Females,18 years,Year,67.1
2013,Cyprus,Females,19 years,Year,66.1
2013,Cyprus,Females,20 years,Year,65.1
2013,Cyprus,Females,21 years,Year,64.2
2013,Cyprus,Females,22 years,Year,63.2
2013,Cyprus,Females,23 years,Year,62.2
2013,Cyprus,Females,24 years,Year,61.2
2013,Cyprus,Females,25 years,Year,60.2
2013,Cyprus,Females,26 years,Year,59.2
2013,Cyprus,Females,27 years,Year,58.2
2013,Cyprus,Females,28 years,Year,57.2
2013,Cyprus,Females,29 years,Year,56.2
2013,Cyprus,Females,30 years,Year,55.2
2013,Cyprus,Females,31 years,Year,54.2
2013,Cyprus,Females,32 years,Year,53.3
2013,Cyprus,Females,33 years,Year,52.3
2013,Cyprus,Females,34 years,Year,51.3
2013,Cyprus,Females,35 years,Year,50.3
2013,Cyprus,Females,36 years,Year,49.3
2013,Cyprus,Females,37 years,Year,48.3
2013,Cyprus,Females,38 years,Year,47.3
2013,Cyprus,Females,39 years,Year,46.3
2013,Cyprus,Females,40 years,Year,45.4
2013,Cyprus,Females,41 years,Year,44.4
2013,Cyprus,Females,42 years,Year,43.4
2013,Cyprus,Females,43 years,Year,42.4
2013,Cyprus,Females,44 years,Year,41.4
2013,Cyprus,Females,45 years,Year,40.5
2013,Cyprus,Females,46 years,Year,39.5
2013,Cyprus,Females,47 years,Year,38.5
2013,Cyprus,Females,48 years,Year,37.6
2013,Cyprus,Females,49 years,Year,36.6
2013,Cyprus,Females,50 years,Year,35.6
2013,Cyprus,Females,51 years,Year,34.6
2013,Cyprus,Females,52 years,Year,33.7
2013,Cyprus,Females,53 years,Year,32.7
2013,Cyprus,Females,54 years,Year,31.8
2013,Cyprus,Females,55 years,Year,30.8
2013,Cyprus,Females,56 years,Year,29.9
2013,Cyprus,Females,57 years,Year,28.9
2013,Cyprus,Females,58 years,Year,28
2013,Cyprus,Females,59 years,Year,27
2013,Cyprus,Females,60 years,Year,26.1
2013,Cyprus,Females,61 years,Year,25.2
2013,Cyprus,Females,62 years,Year,24.3
2013,Cyprus,Females,63 years,Year,23.4
2013,Cyprus,Females,64 years,Year,22.5
2013,Cyprus,Females,65 years,Year,21.6
2013,Cyprus,Females,66 years,Year,20.7
2013,Cyprus,Females,67 years,Year,19.8
2013,Cyprus,Females,68 years,Year,19
2013,Cyprus,Females,69 years,Year,18.2
2013,Cyprus,Females,70 years,Year,17.4
2013,Cyprus,Females,71 years,Year,16.5
2013,Cyprus,Females,72 years,Year,15.6
2013,Cyprus,Females,73 years,Year,14.8
2013,Cyprus,Females,74 years,Year,14
2013,Cyprus,Females,75 years,Year,13.2
2013,Cyprus,Females,76 years,Year,12.4
2013,Cyprus,Females,77 years,Year,11.7
2013,Cyprus,Females,78 years,Year,11
2013,Cyprus,Females,79 years,Year,10.3
2013,Cyprus,Females,80 years,Year,9.7
2013,Cyprus,Females,81 years,Year,8.9
2013,Cyprus,Females,82 years,Year,8.3
2013,Cyprus,Females,83 years,Year,7.8
2013,Cyprus,Females,84 years,Year,7.2
2013,Cyprus,Females,85 years or over,Year,6.7
2013,Latvia,Males,Less than 1 year,Year,69.3
2013,Latvia,Males,1 year,Year,68.7
2013,Latvia,Males,2 years,Year,67.7
2013,Latvia,Males,3 years,Year,66.7
2013,Latvia,Males,4 years,Year,65.7
2013,Latvia,Males,5 years,Year,64.8
2013,Latvia,Males,6 years,Year,63.8
2013,Latvia,Males,7 years,Year,62.8
2013,Latvia,Males,8 years,Year,61.8
2013,Latvia,Males,9 years,Year,60.9
2013,Latvia,Males,10 years,Year,59.9
2013,Latvia,Males,11 years,Year,58.9
2013,Latvia,Males,12 years,Year,57.9
2013,Latvia,Males,13 years,Year,56.9
2013,Latvia,Males,14 years,Year,55.9
2013,Latvia,Males,15 years,Year,54.9
2013,Latvia,Males,16 years,Year,53.9
2013,Latvia,Males,17 years,Year,53
2013,Latvia,Males,18 years,Year,52
2013,Latvia,Males,19 years,Year,51
2013,Latvia,Males,20 years,Year,50.1
2013,Latvia,Males,21 years,Year,49.1
2013,Latvia,Males,22 years,Year,48.1
2013,Latvia,Males,23 years,Year,47.2
2013,Latvia,Males,24 years,Year,46.2
2013,Latvia,Males,25 years,Year,45.3
2013,Latvia,Males,26 years,Year,44.3
2013,Latvia,Males,27 years,Year,43.4
2013,Latvia,Males,28 years,Year,42.5
2013,Latvia,Males,29 years,Year,41.5
2013,Latvia,Males,30 years,Year,40.6
2013,Latvia,Males,31 years,Year,39.7
2013,Latvia,Males,32 years,Year,38.8
2013,Latvia,Males,33 years,Year,37.9
2013,Latvia,Males,34 years,Year,37
2013,Latvia,Males,35 years,Year,36.1
2013,Latvia,Males,36 years,Year,35.3
2013,Latvia,Males,37 years,Year,34.4
2013,Latvia,Males,38 years,Year,33.5
2013,Latvia,Males,39 years,Year,32.6
2013,Latvia,Males,40 years,Year,31.8
2013,Latvia,Males,41 years,Year,30.9
2013,Latvia,Males,42 years,Year,30.1
2013,Latvia,Males,43 years,Year,29.2
2013,Latvia,Males,44 years,Year,28.4
2013,Latvia,Males,45 years,Year,27.6
2013,Latvia,Males,46 years,Year,26.8
2013,Latvia,Males,47 years,Year,26
2013,Latvia,Males,48 years,Year,25.2
2013,Latvia,Males,49 years,Year,24.4
2013,Latvia,Males,50 years,Year,23.7
2013,Latvia,Males,51 years,Year,22.9
2013,Latvia,Males,52 years,Year,22.2
2013,Latvia,Males,53 years,Year,21.5
2013,Latvia,Males,54 years,Year,20.8
2013,Latvia,Males,55 years,Year,20.1
2013,Latvia,Males,56 years,Year,19.4
2013,Latvia,Males,57 years,Year,18.8
2013,Latvia,Males,58 years,Year,18.1
2013,Latvia,Males,59 years,Year,17.5
2013,Latvia,Males,60 years,Year,16.8
2013,Latvia,Males,61 years,Year,16.2
2013,Latvia,Males,62 years,Year,15.7
2013,Latvia,Males,63 years,Year,15.1
2013,Latvia,Males,64 years,Year,14.5
2013,Latvia,Males,65 years,Year,13.9
2013,Latvia,Males,66 years,Year,13.4
2013,Latvia,Males,67 years,Year,12.9
2013,Latvia,Males,68 years,Year,12.4
2013,Latvia,Males,69 years,Year,11.8
2013,Latvia,Males,70 years,Year,11.4
2013,Latvia,Males,71 years,Year,10.8
2013,Latvia,Males,72 years,Year,10.4
2013,Latvia,Males,73 years,Year,9.9
2013,Latvia,Males,74 years,Year,9.4
